batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B014745,13,404,675,112,363,884,700,799,683,515,989,11,786,186,567,112,558,178,49,344,710,269,249,102,989,207,570,253,866,783
B002687,28,741,830,925,196,644,21,293,239,111,176,556,701,125,219,714,4,352,174,928,290,879,253,844,871,180,861,966,462,840
B037481,102,478,778,745,257,693,643,759,774,62,693,645,512,987,327,367,220,60,433,798,864,863,780,228,218,717,928,160,601,767
B031198,412,355,238,867,764,787,475,453,579,821,846,405,407,797,766,89,881,224,53,889,114,174,27,583,419,429,710,765,349,43
B005146,669,491,123,608,401,103,323,441,436,830,712,792,434,824,180,323,801,896,413,179,743,951,460,612,538,663,723,284,561,832
B046638,664,575,684,732,339,20,40,147,123,855,778,595,614,208,432,241,651,56,292,280,513,813,923,421,822,738,298,172,953,520
B013590,872,135,66,399,614,427,126,435,758,511,736,697,617,625,808,486,405,19,894,483,74,386,499,220,700,98,439,189,370,178
B014347,54,962,886,869,943,676,86,868,883,279,479,951,671,831,900,126,793,955,170,851,296,129,182,824,241,313,870,299,659,558
B030049,187,437,800,924,287,958,462,430,661,487,108,683,324,383,48,20,580,115,770,910,15,184,204,265,810,221,474,812,886,61
B035019,871,439,586,124,184,339,11,727,308,451,579,867,923,802,989,30,472,720,31,545,294,274,798,153,587,359,867,661,510,905
B034285,560,193,473,611,65,966,839,71,599,632,662,122,695,535,623,408,94,179,919,585,585,786,302,949,261,995,642,348,759,293
B042066,432,692,851,536,330,880,397,109,490,72,863,148,285,464,258,344,330,18,444,180,337,805,964,379,508,200,884,446,957,260
B016050,828,606,96,496,396,493,558,280,774,167,997,292,236,653,958,184,516,637,303,123,572,460,240,701,187,746,664,150,782,210
B024476,681,532,253,526,414,56,74,323,67,232,526,788,798,305,629,302,562,272,229,657,6,956,429,793,862,536,925,906,338,555
B021441,637,771,498,440,593,804,320,334,706,117,879,716,517,941,890,649,697,114,104,615,542,802,981,918,442,114,87,406,962,718
B021977,198,848,335,125,331,257,521,665,654,35,540,413,913,269,544,39,797,670,657,50,511,146,833,375,332,114,378,736,55,203
B047224,205,976,31,994,995,806,436,510,574,194,114,625,976,69,636,953,288,187,797,649,787,235,56,275,640,572,376,883,416,760
B001526,519,709,747,729,711,827,873,970,824,938,577,611,953,946,361,492,647,501,778,113,73,928,868,532,743,911,397,307,2,670
B047134,213,120,981,268,53,87,859,645,412,283,619,384,553,866,335,820,18,172,990,650,570,687,373,194,377,499,192,662,934,700
B003542,375,618,258,588,578,907,188,846,530,980,143,970,309,116,405,279,459,628,269,613,957,509,389,130,535,929,61,118,682,487
B010879,822,765,926,283,914,885,490,977,252,213,607,498,896,539,944,904,321,958,100,9,42,451,485,910,124,86,427,164,770,82
B046777,91,335,413,695,663,447,37,889,206,529,355,465,315,137,840,461,812,264,300,488,489,798,637,853,517,151,270,126,132,90
B046941,462,379,720,854,798,104,334,450,623,454,536,161,6,403,426,258,47,405,544,795,724,937,320,575,50,852,299,9,389,846
B030370,894,542,447,128,414,73,205,610,75,437,628,308,972,228,354,438,187,446,533,102,694,341,129,648,931,238,276,541,353,6
B023886,657,519,60,164,426,628,23,145,373,903,790,818,674,863,107,564,975,920,494,325,582,945,903,969,489,401,980,90,290,257
B032531,294,622,238,609,817,324,181,868,155,192,305,428,977,81,724,167,920,162,984,444,723,49,303,667,410,724,141,282,277,902
B034349,605,429,156,119,635,94,232,883,941,405,816,868,794,685,918,535,778,690,165,564,744,792,101,938,522,255,511,879,850,890
B039229,114,834,999,252,379,786,61,953,290,433,858,680,6,38,731,193,303,655,929,141,228,906,68,199,700,618,835,986,82,847
B045532,5,354,453,164,654,577,188,128,974,955,184,535,159,570,811,991,544,34,715,450,890,209,373,881,38,293,18,77,196,437
B020377,773,345,345,408,165,237,299,949,839,131,522,46,882,186,391,713,715,936,468,795,419,927,289,744,326,231,716,36,83,829
B047913,68,281,805,257,315,442,124,687,428,914,730,877,987,898,685,740,515,321,487,364,107,738,289,189,713,28,173,754,961,214
B011256,854,465,816,761,541,987,26,607,290,936,975,252,830,446,826,462,866,590,76,752,777,695,435,475,227,964,749,314,738,561
B047303,444,551,290,911,54,530,140,333,271,338,632,649,293,263,531,342,417,609,219,41,330,913,212,599,828,316,658,388,629,556
B020344,332,705,386,530,610,171,969,931,610,24,758,949,130,516,951,247,495,499,481,121,196,232,611,118,259,424,511,203,323,221
B043084,472,925,763,249,567,550,552,103,71,298,809,375,641,982,702,402,754,569,415,730,850,15,399,178,484,850,285,642,832,716
B017598,515,635,724,318,537,882,650,541,567,723,151,38,338,271,678,548,124,818,385,232,440,735,158,315,114,163,615,289,7,979
B006902,785,548,948,54,971,211,134,588,855,448,385,484,781,810,67,254,895,402,774,807,226,737,815,906,875,850,719,903,681,40
B020914,909,591,84,846,775,191,31,522,998,808,600,696,405,306,727,684,532,442,742,167,625,922,983,430,516,608,969,520,55,697
B033974,572,589,859,317,406,782,967,633,439,563,492,193,126,487,561,119,33,949,904,375,651,257,308,323,159,112,57,355,672,388
B021958,473,397,950,983,725,944,588,438,703,994,342,641,180,617,734,658,422,478,267,5,180,516,190,23,212,478,617,933,476,899
B010762,425,431,799,790,43,139,4,119,775,916,90,417,223,155,31,549,323,964,393,728,730,549,608,390,926,759,273,776,166,470
B003357,921,848,430,738,502,806,647,521,808,968,687,739,475,886,469,787,446,863,76,138,988,573,991,493,345,875,91,253,391,984
B044857,116,407,353,805,555,791,410,293,22,132,117,376,304,349,387,655,747,60,855,552,646,321,652,120,821,913,466,743,947,789
B027576,667,325,748,551,401,998,153,237,169,814,239,151,233,993,958,275,377,207,20,202,809,308,95,288,992,545,509,852,91,914
B045168,873,119,325,439,183,670,999,504,94,234,503,893,870,953,329,778,761,73,119,722,209,603,341,629,825,143,288,51,722,395
B010530,993,763,617,521,681,264,855,535,781,923,150,818,22,509,813,719,632,949,637,907,138,658,836,216,91,253,959,108,571,440
B006687,731,349,631,770,405,343,732,586,285,669,843,903,852,769,730,630,609,577,2,670,618,325,182,474,923,499,893,374,71,117
B036506,771,848,896,446,972,734,985,719,329,898,732,235,657,741,775,353,582,112,934,343,492,939,798,57,700,120,393,210,185,539
B007613,863,491,775,318,262,955,739,199,594,172,145,975,184,831,71,274,557,281,932,644,881,410,678,468,546,297,944,721,705,835
B017505,995,469,284,35,376,933,53,276,189,322,778,222,779,342,674,527,448,996,413,62,952,277,895,578,276,779,992,447,719,396
B008969,550,702,425,573,968,846,471,659,233,900,599,309,429,430,567,539,132,520,995,628,152,309,944,113,744,639,965,50,154,6
B042088,756,333,810,242,608,686,676,105,483,952,495,498,19,578,352,801,939,983,594,107,307,418,290,243,411,899,437,579,557,528
B036546,506,885,187,16,197,337,631,726,216,626,782,624,352,497,707,222,785,423,977,727,883,173,78,548,46,800,351,962,434,682
B014147,653,423,456,845,500,724,617,519,549,222,930,800,301,988,947,299,280,341,203,657,994,155,757,121,866,161,782,971,290,884
B011599,419,743,345,1,817,428,327,433,427,980,261,659,648,72,173,669,663,507,914,811,239,55,492,531,805,952,106,41,712,493
B008616,83,187,400,544,709,797,698,960,154,820,663,348,966,272,691,85,307,648,293,141,215,716,986,268,604,578,213,372,279,703
B048387,653,256,989,775,686,168,469,94,841,493,729,81,147,324,490,471,763,350,891,866,960,699,26,324,163,283,292,974,809,302
B035288,586,201,956,26,474,422,453,715,735,215,366,103,796,311,371,122,541,377,207,205,967,773,451,263,977,863,781,105,540,827
B045905,375,761,815,639,36,257,155,705,856,476,843,897,396,310,583,992,469,67,843,366,183,978,216,286,49,406,840,853,471,440
B013866,953,627,244,630,633,40,873,95,287,112,347,798,234,372,405,792,406,655,160,260,121,651,188,110,466,771,392,322,700,744
B003906,447,364,297,430,488,999,973,978,440,897,8,285,915,726,458,24,73,410,18,809,229,553,911,877,407,230,969,987,168,899
B006970,70,428,82,138,323,394,440,483,188,164,727,570,807,814,751,426,288,687,800,228,497,894,707,645,92,81,656,129,385,365
B040218,619,104,908,205,885,771,236,382,750,958,103,247,702,382,109,489,263,156,289,352,817,81,82,752,306,183,589,990,540,205
B013150,366,169,762,868,374,780,721,321,57,411,85,621,588,494,865,573,326,711,842,878,267,990,806,862,479,545,917,636,438,790
B032647,504,639,572,932,45,169,819,3,703,508,69,570,180,921,950,133,275,186,947,221,80,314,301,201,212,891,640,507,132,660
B022887,70,359,186,544,166,623,960,734,553,835,598,999,305,770,703,670,115,182,832,214,667,674,777,985,728,723,704,209,781,418
B037806,88,925,480,423,738,385,332,738,13,637,191,169,137,625,23,811,502,838,273,109,853,359,606,787,167,20,291,275,876,474
B000777,8,689,634,201,369,252,964,403,725,535,855,176,961,488,146,912,393,604,450,25,190,160,74,171,399,150,583,579,947,694
B034972,880,955,196,903,168,222,127,441,479,329,207,705,308,538,522,646,927,690,633,927,573,870,575,483,595,613,975,600,944,143
B012789,22,184,151,507,949,862,890,892,425,794,448,226,867,241,412,210,268,727,663,226,827,672,634,459,926,244,11,364,52,540
B004743,508,143,832,548,870,628,541,247,344,43,798,652,809,927,42,886,146,917,846,794,149,676,11,468,575,696,778,145,232,614
B003052,125,539,40,182,948,453,608,720,620,181,658,942,675,758,809,773,174,215,354,586,916,531,933,558,975,825,40,138,103,314
B004949,47,972,300,935,667,299,935,792,785,440,130,284,201,726,688,875,844,350,901,524,390,223,692,475,68,76,733,228,189,998
B033655,737,604,252,335,248,577,246,733,684,349,62,614,61,571,743,519,465,617,801,451,79,661,315,985,303,440,209,686,591,30
B043347,735,740,563,131,561,346,156,110,307,950,276,450,954,610,87,585,195,242,948,282,2,961,443,591,792,52,859,25,845,935
B021013,370,829,178,634,884,540,989,421,770,273,50,500,938,773,311,936,651,830,855,967,698,49,897,421,31,639,533,224,631,636
B016767,451,696,772,455,122,934,888,792,81,112,224,128,749,795,559,966,587,670,451,261,633,996,167,864,183,665,318,32,610,159
B049233,778,783,58,699,798,276,542,743,622,320,969,29,126,172,511,671,972,348,333,665,426,467,914,162,405,604,596,99,392,614
B003054,743,656,130,75,698,582,214,804,845,677,852,752,936,348,148,148,333,312,463,602,580,719,381,730,425,477,997,142,708,789
B046347,49,129,634,866,101,747,310,191,730,106,874,176,30,783,156,255,106,208,261,151,299,121,722,872,962,105,744,694,532,377
B046965,523,130,374,244,102,135,248,173,636,652,603,505,686,246,384,254,894,687,819,690,858,727,11,87,402,343,754,957,312,346
B005283,66,987,545,986,497,470,613,597,365,820,455,900,882,415,272,793,479,850,630,403,838,95,399,208,54,707,762,347,496,788
B026505,673,659,2,139,860,171,391,729,886,166,404,988,819,745,632,242,472,257,835,101,589,250,643,425,604,829,839,24,353,712
B027591,92,553,823,549,166,906,213,750,538,200,776,513,120,407,991,528,470,260,689,927,773,289,846,877,230,516,626,757,983,712
B027509,282,862,601,382,589,219,892,516,468,807,159,21,998,428,496,345,601,769,854,598,37,581,806,969,379,337,587,96,584,772
B033497,61,130,87,757,158,425,934,272,848,75,673,968,881,664,712,414,982,486,771,233,477,879,753,863,596,500,675,137,18,704
B021794,46,141,347,867,352,494,463,364,503,706,195,693,870,178,191,611,462,368,732,50,874,171,2,981,384,194,243,301,223,581
B045396,469,730,194,41,947,2,483,764,663,775,950,546,739,382,398,154,385,539,24,33,602,304,116,482,306,436,869,840,719,367
B045712,568,413,150,752,198,504,406,835,924,388,271,294,813,889,758,331,773,384,515,700,878,897,624,782,372,534,885,695,892,964
B041479,220,55,232,382,954,593,745,336,353,517,39,849,631,53,909,837,769,178,854,591,480,180,669,560,54,801,896,74,50,564
B019064,326,403,24,404,240,903,840,955,882,655,449,72,612,825,855,284,385,546,685,219,386,491,484,882,103,407,132,478,135,298
B049517,1,354,192,717,334,989,765,251,287,112,758,13,160,882,460,723,744,485,544,578,782,800,280,247,418,297,673,871,290,812
B016924,317,767,401,341,416,193,827,562,279,547,109,629,752,421,716,205,584,783,690,731,368,763,393,840,650,233,712,314,673,953
B020762,250,994,43,411,770,75,654,366,198,960,752,791,74,974,0,359,258,393,847,712,340,964,116,426,997,759,188,555,955,944
B013820,692,651,285,371,952,889,677,388,887,556,514,498,280,256,247,599,289,554,268,978,843,804,993,169,775,703,158,799,93,549
B019900,982,252,749,882,527,658,897,463,265,142,54,873,607,798,149,870,514,877,195,242,309,570,337,101,343,171,664,69,13,364
B026787,796,47,920,153,791,545,10,255,356,344,617,180,692,223,794,647,235,218,47,381,541,97,415,332,682,14,920,523,119,868
B032342,592,381,941,463,586,599,939,706,176,119,208,2,226,660,979,186,58,284,888,257,282,809,876,22,560,336,380,105,14,542
B022280,547,45,597,461,664,136,600,597,706,731,832,994,131,209,443,367,619,62,323,623,336,428,500,644,51,142,932,972,836,441
B002400,651,501,148,649,413,643,44,992,181,806,23,396,31,920,106,733,715,146,871,961,200,842,650,942,688,794,707,723,284,503
B022508,365,941,310,227,502,970,548,759,367,364,337,184,441,968,999,2,174,49,865,602,99,177,491,931,742,47,112,495,373,292
B045638,300,641,423,608,724,857,958,442,882,306,774,348,886,237,340,92,66,476,348,337,82,686,72,796,586,993,47,170,953,683
B039838,786,304,972,567,711,970,243,912,254,846,270,297,248,135,130,93,385,873,614,495,130,399,669,374,168,159,871,652,797,673
B028403,755,974,205,823,384,462,452,991,57,89,278,733,760,500,123,817,423,107,251,984,857,75,382,23,256,745,840,673,613,327
B043697,694,455,413,97,250,749,313,177,986,605,296,993,849,759,311,570,696,127,481,86,972,891,538,534,108,7,529,648,513,82
B031566,732,838,254,436,472,233,685,952,738,51,14,302,361,35,271,147,13,18,316,141,251,67,909,121,205,496,618,835,46,488
B028070,793,741,951,400,120,793,105,79,555,293,736,242,645,95,488,616,133,648,410,270,391,551,450,789,402,246,544,977,586,303
B041913,312,314,578,551,2,566,818,806,635,987,947,628,447,556,697,327,169,207,468,486,945,856,156,378,243,822,248,872,681,854
B006684,744,866,823,357,794,19,484,410,336,680,928,273,480,612,730,777,668,826,96,777,249,584,322,358,162,828,337,923,474,196
B036205,108,838,776,431,838,457,426,543,391,120,492,643,345,820,392,686,201,964,753,160,705,10,992,185,61,433,530,235,355,195
B041126,704,790,423,175,62,118,451,570,41,114,488,623,727,401,299,90,600,292,559,566,867,337,818,566,152,3,119,671,969,441
B046629,629,836,153,311,798,136,432,968,724,363,949,203,294,223,243,928,363,26,108,832,335,967,422,453,184,436,671,251,802,161
B043660,931,616,526,28,56,554,287,594,568,735,186,850,29,95,613,793,742,864,645,547,123,279,676,296,717,662,338,93,814,5
B049109,225,270,708,20,743,735,276,330,242,556,738,411,428,771,589,787,219,150,718,454,32,472,978,919,516,517,287,107,829,799
B049869,27,213,779,353,670,328,503,155,57,953,712,967,669,298,644,873,92,192,900,293,333,938,724,248,687,356,91,125,698,648
B033571,452,560,749,634,359,694,287,105,34,689,418,921,964,822,971,458,176,207,452,474,368,784,530,386,242,835,630,347,357,741
B036272,180,394,268,271,378,983,70,470,133,260,150,194,548,411,448,968,597,757,179,23,455,141,986,544,941,539,156,753,69,345
B015207,425,790,429,527,370,651,909,196,513,306,605,53,79,299,944,645,693,858,35,89,917,764,116,974,759,848,141,277,614,705
B017478,984,177,689,773,4,192,996,995,516,587,932,248,433,859,550,644,815,706,985,764,871,993,790,827,125,33,439,200,986,435
B006091,177,227,623,645,882,662,155,170,690,733,954,517,689,129,766,277,793,955,560,275,819,190,943,945,613,936,7,403,708,34
B028874,245,788,177,969,442,800,734,823,946,990,896,489,69,137,344,254,161,747,703,991,151,59,229,601,6,576,527,274,637,539
B032149,238,818,651,243,901,309,179,789,854,447,755,598,810,399,402,917,595,642,629,751,988,972,17,708,447,543,43,105,379,815
B006526,706,345,943,113,178,514,807,787,389,73,518,52,333,924,471,335,750,356,265,271,744,49,790,709,206,227,991,184,191,396
B023164,945,511,311,416,773,826,172,65,340,231,485,368,71,381,176,977,138,817,888,214,933,771,351,97,753,266,818,317,612,544
B008968,664,523,257,236,28,574,174,609,740,272,202,725,514,677,228,351,298,347,449,870,139,303,474,508,506,18,572,930,917,204
B004721,176,888,512,390,447,426,878,687,533,936,896,598,117,283,282,321,336,665,540,968,336,778,346,356,839,525,99,213,508,515
B004467,995,747,113,288,936,918,458,938,912,329,882,839,11,592,632,101,346,678,361,454,802,31,354,340,957,283,917,105,965,683
B000142,380,812,743,702,693,543,343,124,723,629,373,852,575,739,660,254,727,814,50,954,248,477,388,968,1,98,201,188,993,442
B024439,831,881,905,813,446,755,595,444,410,716,356,469,967,474,15,397,8,339,875,171,949,456,271,441,841,88,714,884,25,65
B032617,122,92,624,251,410,282,44,294,834,147,890,301,159,456,144,190,159,105,647,718,476,435,789,294,621,994,217,369,566,147
B006049,267,956,320,694,587,969,732,289,119,907,906,23,887,500,909,607,607,385,748,551,3,655,511,359,379,512,295,420,442,598
B034539,958,258,124,174,149,981,239,455,622,504,6,973,489,531,576,845,29,862,985,643,137,328,486,137,54,891,169,615,67,410
B014726,241,262,347,565,2,641,906,924,814,147,736,910,432,225,621,226,791,13,65,447,281,225,634,635,972,162,461,440,202,249
B006599,811,314,707,356,509,407,575,584,256,281,195,987,378,235,8,201,179,906,666,434,120,458,8,297,937,793,922,570,688,329
B029897,34,413,262,718,980,481,950,389,366,781,372,542,900,118,636,149,814,147,48,135,613,536,114,934,971,774,330,950,546,854
B046929,236,172,819,363,31,273,497,736,227,901,257,180,432,116,951,326,18,762,987,498,865,452,389,11,940,571,283,659,231,105
B012803,958,350,542,244,669,10,429,204,356,12,694,221,567,718,574,100,62,444,467,921,14,225,685,74,929,261,646,905,137,358
B005231,618,406,613,892,849,51,250,147,406,575,48,160,162,335,284,160,62,388,537,774,247,947,670,38,585,62,110,649,657,922
B042278,727,725,649,371,645,508,517,85,512,826,595,708,391,277,897,452,121,319,602,261,266,272,44,159,34,837,685,156,244,673
B036661,410,222,972,426,262,894,41,176,362,154,961,923,913,431,939,543,678,382,497,796,376,111,456,717,657,503,467,722,596,790
B008818,336,226,428,248,904,496,706,291,431,430,302,164,529,869,184,474,251,577,836,289,974,225,78,872,424,100,837,741,277,459
B042416,775,163,36,624,902,749,709,250,853,725,788,782,397,917,83,78,776,570,692,471,114,355,374,965,518,586,310,7,192,571
B035502,264,793,122,498,656,454,431,731,710,91,583,160,491,153,574,3,583,647,985,175,463,559,387,559,213,230,766,749,860,224
